rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
849,4740,Chapel / Alexandra / Church,CHAPEL/ALEXANDRA/CHURCH,2014-01,INT,FRA,187183984,-37.83484,144.996556,True,81.7751987964754,orange,0.277516,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.83484,144.996556"
850,310,STH GIPPS'D Highway / LESDON,STH GIPPS'D HWY/LESDON,2014-01,INT,CAS,187151080,-38.087095,145.278565,True,81.75370728562218,orange,0.277467,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.087095,145.278565"
851,1331,Thompsons Road / Marriott Bivd / Missens Road,THOMPSONS RD/MARRIOTT BIVD/MISSENS RD,2014-01,INT,CAS,187089408,-38.079123,145.251125,True,81.73221577476897,orange,0.277375,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.079123,145.251125"
852,459,Ferntree Gully / Scoresby,FERNTREE GULLY/SCORESBY,2014-01,INT,KNO,186627902,-37.891967,145.257601,True,81.71072426391575,orange,0.276691,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.891967,145.257601"
853,3690,Warrigal / Batesford,WARRIGAL/BATESFORD,2014-01,INT,FRA,186545150,-37.875427,145.091601,True,81.68923275306254,orange,0.276569,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.875427,145.091601"
854,4356,Glenferrie / Toorak,GLENFERRIE/TOORAK,2014-01,INT,FRA,186278151,-37.843789,145.031539,True,81.66774124220933,orange,0.276173,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.843789,145.031539"
855,3884,BURKE near KARDELLA,BURKE NR KARDELLA,2014-01,POS,STO,186241724,-37.867917,145.049712,True,81.64624973135611,orange,0.276119,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.867917,145.049712"
856,3150,Cheltenham / Fiveways / Lake View,CHELTENHAM/FIVEWAYS/LAKE VIEW,2014-01,INT,DAN,186172190,-37.991514,145.150568,True,81.6247582205029,orange,0.276016,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.991514,145.150568"
857,4506,Victoria / Peel,VICTORIA/PEEL,2014-01,INT,MBN,186131134,-37.805879,144.955988,True,81.60326670964969,orange,0.275955,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.805879,144.955988"
858,4160,ST GEORGES near KEMP,ST GEORGES NR KEMP,2014-01,POS,DAR,186127831,-37.761826,144.992943,True,81.58177519879648,orange,0.27595,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.761826,144.992943"
859,191,Princes Highway East / HEATHERTON / EASTLINK,PHE/HEATHERTON/EASTLINK,2014-01,INT,DAN,185963015,-37.967645,145.19519,True,81.56028368794325,orange,0.275705,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.967645,145.19519"
860,2347,CENTRE near LORANNE,CENTRE NR LORANNE,2014-01,POS,GLE,185782284,-37.918004,145.035014,True,81.53879217709004,orange,0.275438,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.918004,145.035014"
861,3817,HIGH near WARD,HIGH NR WARD,2014-01,POS,BOR,185598195,-37.863488,145.080213,True,81.51730066623684,orange,0.275165,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.863488,145.080213"
862,5004,Corio-Waurn Ponds / Broderick,CORIO-WAURN PONDS / BRODERICK,2014-01,INT,GLG,185464455,-38.065122,144.381523,True,81.49580915538363,orange,0.274966,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.065122,144.381523"
863,1104,Boronia / Eastlink,BORONIA/EASTLINK,2014-01,INT,KNO,185396477,-37.846175,145.216331,True,81.47431764453042,orange,0.274866,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.846175,145.216331"
864,1701,Dingley Bypass / Westall Road,Dingley Bypass / Westall Road,2016-02,INT,DAN,185357045,-37.965672,145.134876,True,81.4528261336772,orange,0.274807,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.965672,145.134876"
865,3816,HIGH near HIGHGATE,HIGH NR HIGHGATE,2014-01,POS,BOR,185316797,-37.863206,145.077892,True,81.43133462282398,orange,0.274747,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.863206,145.077892"
866,598,Princes Highway East / VICTOR,PHE/VICTOR,2014-01,INT,CAS,185263935,-38.027149,145.31265,True,81.40984311197077,orange,0.274669,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.027149,145.31265"
867,384,Ferntree Gully / Henderson / Street Laurent,FERNTREE GULLY/HENDERSON/ST LAURENT,2014-01,INT,KNO,185255716,-37.896443,145.247043,True,81.38835160111756,orange,0.274657,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.896443,145.247043"
868,3076,Bell / Hudson / Main,BELL/HUDSON/MAIN,2014-01,INT,MRD,185217940,-37.740929,144.96253,True,81.36686009026435,orange,0.274601,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.740929,144.96253"
869,3564,North / Golf / Golf Links,NORTH/GOLF/GOLF LINKS,2014-01,INT,MSH,185083195,-37.910078,145.090042,True,81.34536857941114,orange,0.274401,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.910078,145.090042"
870,5023,Corio-Waurn Ponds(Latrobe / Fyans / W. Fyans,CORIO-WAURN PONDS(LATROBE/FYANS/W. FYANS,2014-01,INT,GLG,185060448,-38.160526,144.3503,True,81.32387706855792,orange,0.274367,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.160526,144.3503"
871,503,Berwick-Cranbourne (Clyde) / Kangan,BERWICK-CRANBOURNE (CLYDE)/KANGAN,2014-01,INT,CAS,184898986,-38.040238,145.342173,True,81.30238555770471,orange,0.274128,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.040238,145.342173"
872,4373,Footscray / Wurundjeri / Docklands / Harbour,FOOTSCRAY/WURUNDJERI/DOCKLANDS/HARBOUR,2014-01,INT,MBN,184851571,-37.812776,144.943295,True,81.28089404685149,orange,0.274058,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.812776,144.943295"
873,4745,Toorak / Williams,TOORAK/WILLIAMS,2014-01,INT,FRA,184759246,-37.840591,145.004698,True,81.25940253599828,orange,0.273921,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.840591,145.004698"
874,4351,Malvern / Burke,MALVERN/BURKE,2014-01,INT,FRA,184751849,-37.854659,145.052259,True,81.23791102514507,orange,0.27391,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.854659,145.052259"
875,252,STH GIPPS'D Highway / GREENS,STH GIPPS'D HWY/GREENS,2014-01,INT,DAN,184740159,-38.01693,145.233318,True,81.21641951429186,orange,0.273893,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.01693,145.233318"
876,4726,CLARENDON near MELBOURNE EXHIBITION CENTRE,CLARENDON NR MELBOURNE EXHIBITION CENTRE,2014-01,POS,MBN,184715353,-37.823601,144.956234,True,81.19492800343863,orange,0.273856,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.823601,144.956234"
877,1195,Westall / Ikea Access,WESTALL/IKEA ACCESS,2014-01,INT,MSH,184601322,-37.927797,145.142542,True,81.17343649258542,orange,0.273687,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.927797,145.142542"
878,2598,MELTON Highway near ARRAN,MELTON HWY NR ARRAN,2014-01,POS,BRM,184513474,-37.694062,144.761639,True,81.15194498173221,orange,0.273556,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.694062,144.761639"
879,3085,Canterbury / Ramsay,CANTERBURY/RAMSAY,2014-01,INT,MRH,184448137,-37.830297,145.275086,True,81.130453470879,orange,0.27346,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.830297,145.275086"
880,3646,Pascoe Vale / Car Park Access,PASCOE VALE/CAR PARK ACCESS,2014-01,INT,HUM,184080499,-37.64704,144.931086,True,81.1089619600258,orange,0.272915,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.64704,144.931086"
881,987,Springvale / Miles,SPRINGVALE/MILES,2014-01,INT,MSH,183979695,-37.923994,145.15766,True,81.08747044917257,orange,0.272765,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.923994,145.15766"
882,3146,Cheltenham / Bunnings Access Road,CHELTENHAM/BUNNINGS ACCESS RD,2014-01,INT,DAN,183934851,-37.99112,145.147208,True,81.06597893831936,orange,0.272699,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.99112,145.147208"
883,664,Frankston-Dandenong / Greens,FRANKSTON-DANDENONG/GREENS,2014-01,INT,DAN,183482940,-38.014606,145.215317,True,81.04448742746615,orange,0.272029,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.014606,145.215317"
884,857,Canterbury / Bedford / Aringa,CANTERBURY/BEDFORD/ARINGA,2014-01,INT,MRH,183475358,-37.825155,145.251692,True,81.02299591661294,orange,0.272017,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.825155,145.251692"
885,3846,BURKE near MANNING,BURKE NR MANNING,2014-01,POS,STO,183307734,-37.871225,145.049086,True,81.00150440575973,orange,0.271769,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.871225,145.049086"
886,290,Princes Highway East / SMITH,PHE/SMITH,2014-01,INT,DAN,183306146,-37.941553,145.165945,True,80.98001289490652,orange,0.271766,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.941553,145.165945"
887,165,BURWOOD Highway / SAFEWAY ENT / RSPCA ENT,BURWOOD HWY/SAFEWAY ENT/RSPCA ENT,2014-01,INT,WTH,183083979,-37.85233,145.134899,True,80.9585213840533,orange,0.271437,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.85233,145.134899"
888,5227,Barwon Heads / Breakwater,BARWON HEADS/BREAKWATER,2014-01,INT,GLG,183027331,-38.180801,144.353958,True,80.93702987320009,orange,0.271353,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.180801,144.353958"
889,906,WANTIRNA near DAISY,WANTIRNA NR DAISY,2014-01,POS,MRH,182945794,-37.828202,145.227177,True,80.91553836234688,orange,0.271232,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.828202,145.227177"
890,2605,WESTERN Highway / ROSAMOND / S'HILL,WESTERN HWY/ROSAMOND/S'HILL,2014-01,INT,MRG,182912935,-37.788598,144.883094,True,80.89404685149366,orange,0.271183,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.788598,144.883094"
891,1114,Thompson / Eastlink,THOMPSON/EASTLINK,2014-01,INT,DAN,182904591,-38.070479,145.181223,True,80.87255534064045,orange,0.271171,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.070479,145.181223"
892,361,High Street Road / Gallaghers,HIGH ST RD/GALLAGHERS,2014-01,INT,MSH,182794277,-37.875659,145.178951,True,80.85106382978722,orange,0.271008,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.875659,145.178951"
893,506,Narre Warren-Cranb / Ormond / Littlecroft,NARRE WARREN-CRANB/ORMOND/LITTLECROFT,2014-01,INT,CAS,182789249,-38.065278,145.299124,True,80.82957231893401,orange,0.271,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.065278,145.299124"
894,3315,Rosanna Road / Street James Road,ROSANNA RD / ST JAMES RD,2014-01,INT,BAN,182663827,-37.747473,145.071275,True,80.8080808080808,orange,0.270814,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.747473,145.071275"
895,781,Streetud / George,STUD/GEORGE,2014-01,INT,KNO,182643397,-37.889045,145.233002,True,80.7865892972276,orange,0.270784,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.889045,145.233002"
896,2878,Keilor Park Ext / Wrr Nb On-Off Ramps,KEILOR PARK EXT/WRR NB ON-OFF RAMPS,2014-01,INT,BRM,182546301,-37.737373,144.850184,True,80.76509778637438,orange,0.27064,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.737373,144.850184"
897,4389,Victoria / Swanston,VICTORIA/SWANSTON,2014-01,INT,MBN,182386346,-37.806657,144.962897,True,80.74360627552117,orange,0.270403,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.806657,144.962897"
898,450,Ferntree Gully / Brandon Pk,FERNTREE GULLY/BRANDON PK,2014-01,INT,MSH,182382615,-37.903825,145.163753,True,80.72211476466795,orange,0.270397,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.903825,145.163753"
899,1046,ROYAL near IEVERS,ROYAL NR IEVERS,2014-01,POS,MBN,182305195,-37.782128,144.959712,True,80.70062325381474,orange,0.270282,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.782128,144.959712"
900,4353,Malvern / Tooronga,MALVERN/TOORONGA,2014-01,INT,STO,182270492,-37.853231,145.04215,True,80.67913174296153,orange,0.270231,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.853231,145.04215"
901,5281,Derrimut / Virgilia / Sycamore,DERRIMUT/VIRGILIA/SYCAMORE,2014-01,INT,WYN,182183332,-37.860218,144.685961,True,80.65764023210832,orange,0.270102,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.860218,144.685961"
902,4954,WRIGHT near STANFORD,WRIGHT NR STANFORD,2014-01,POS,BRM,182142488,-37.79625,144.833227,True,80.63614872125511,orange,0.270041,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.79625,144.833227"
903,127,Maroondah / New,MAROONDAH/NEW,2014-01,INT,MRH,182070063,-37.817013,145.22048,True,80.6146572104019,orange,0.269934,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.817013,145.22048"
904,1697,Dingley Bypass / Clarinda Road,Dingley Bypass / Clarinda Road,2016-02,INT,KIN,181971130,-37.94419,145.097256,True,80.59316569954868,orange,0.269787,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.94419,145.097256"
905,2602,WESTERN Highway / DROOP / FARNSWORTH,WESTERN HWY/DROOP/FARNSWORTH,2014-01,INT,MRG,181747505,-37.792681,144.894451,True,80.57167418869547,orange,0.269456,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.792681,144.894451"
906,4388,Elizabeth / Victoria,ELIZABETH/VICTORIA,2014-01,INT,MBN,181692571,-37.806293,144.959504,True,80.55018267784226,orange,0.269374,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.806293,144.959504"
907,3615,Pascoe Vale / Coleraine,PASCOE VALE/COLERAINE,2014-01,INT,HUM,181692310,-37.677909,144.922264,True,80.52869116698903,orange,0.269374,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.677909,144.922264"
908,680,Manningham / Thompsons,MANNINGHAM/THOMPSONS,2014-01,INT,MAN,181571899,-37.770522,145.099112,True,80.50719965613582,orange,0.269195,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.770522,145.099112"
909,2964,Cooper / Willandra,COOPER/WILLANDRA,2014-01,INT,WHI,181544119,-37.650228,145.008509,True,80.48570814528262,orange,0.269154,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.650228,145.008509"
910,998,EASTBOURNE near WHITEHEAD,EASTBOURNE NR WHITEHEAD,2014-01,POS,MRP,181401428,-38.367374,144.885806,True,80.46421663442939,orange,0.268943,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.367374,144.885806"
911,5824,Streeturt / Gillies,STURT/GILLIES,2014-01,INT,BLT,181395483,-37.555799,143.818975,True,80.44272512357618,orange,0.268934,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.555799,143.818975"
912,4994,Dalton / The Boulevard,DALTON/THE BOULEVARD,2014-01,INT,WHI,181361268,-37.676606,145.030517,True,80.42123361272297,orange,0.268883,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.676606,145.030517"
913,854,CANTERBURY near ALLENS,CANTERBURY NR ALLENS,2014-01,POS,MRH,181273774,-37.828366,145.246152,True,80.39974210186976,orange,0.268753,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.828366,145.246152"
914,3642,South / Streetation,SOUTH/STATION,2014-01,INT,KIN,181160236,-37.933368,145.037389,True,80.37825059101655,orange,0.268585,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.933368,145.037389"
915,112,Maroondah / Streetation,MAROONDAH/STATION,2014-01,INT,WTH,181113685,-37.816562,145.19231,True,80.35675908016333,orange,0.268516,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.816562,145.19231"
916,4542,Street Kilda / Moubray,ST KILDA/MOUBRAY,2014-01,INT,PTP,180973916,-37.847721,144.979732,True,80.33526756931012,orange,0.268309,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.847721,144.979732"
917,3594,Pascoe Vale / Peck / Gaffney,PASCOE VALE/PECK/GAFFNEY,2014-01,INT,MNV,180900910,-37.730014,144.923916,True,80.31377605845691,orange,0.268201,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.730014,144.923916"
918,2881,Westgate Freeway / Millers,WESTGATE FWY/MILLERS,2014-01,INT,HOB,180871881,-37.82531,144.849091,True,80.2922845476037,orange,0.268157,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.82531,144.849091"
919,3597,Pascoe Vale / Devon / Winifred,PASCOE VALE/DEVON/WINIFRED,2014-01,INT,MRD,180734507,-37.721311,144.921222,True,80.27079303675049,orange,0.267954,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.721311,144.921222"
